AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,New York,All,2023-24,50,,9.3,11.5,13,198,82,261,"2,267",> 100%
State,New York,All,2023-24,51,,8.2,10.3,12,171,73,231,"2,237",> 100%
State,New York,All,2023-24,52,,10.4,13.5,21,218,106,309,"2,294",> 100%
State,New York,All,2023-24,1,,11.4,14.6,29,242,120,348,"2,380",> 100%
State,New York,All,2023-24,2,,10.8,14,31,229,120,336,"2,402",> 100%
State,New York,All,2023-24,3,,10.9,13.8,18,241,108,327,"2,368",> 100%
State,New York,All,2023-24,4,,9.5,11.8,22,196,82,269,"2,287",> 100%
State,New York,All,2023-24,5,,9.3,11.6,20,186,85,258,"2,216",> 100%
State,New York,All,2023-24,6,,8.8,10.4,18,172,52,225,"2,158",> 100%
State,New York,All,2023-24,7,,9.5,11.2,13,192,63,243,"2,167",> 100%
State,New York,All,2023-24,8,,9.1,11,17,176,54,232,"2,113",> 100%
State,New York,All,2023-24,9,,10.6,11.8,19,204,44,248,"2,107",> 100%
State,New York,All,2023-24,10,,9.4,10.5,16,176,44,215,"2,048",> 100%
State,New York,All,2023-24,11,,9.4,10.4,15,175,33,210,"2,016",> 100%
State,New York,All,2023-24,12,,8.5,9.2,12,154,23,180,"1,961",> 100%
State,New York,All,2023-24,13,,7.8,8.8,16,143,31,179,"2,030",> 100%
State,New York,All,2023-24,14,,7.4,8,16,134,17,161,"2,017",> 100%
State,New York,All,2023-24,15,,8.4,9.3,15,152,29,186,"1,996",> 100%
State,New York,All,2023-24,16,,8.7,9.3,11,163,18,185,"1,997",> 100%
State,New York,All,2023-24,17,,8.3,8.9,9,156,18,178,"1,989",> 100%
State,New York,All,2023-24,18,,7.9,8.1,8,146,11,158,"1,948",> 100%
State,New York,All,2023-24,19,,6.9,7.3,2,130,13,141,"1,919",> 100%
State,New York,All,2023-24,20,,7.3,8,2,141,15,157,"1,972",> 100%
State,New York,All,2023-24,21,,6.8,7.3,4,126,15,139,"1,909",> 100%
State,New York,All,2023-24,22,,8.2,8.4,2,147,10,153,"1,823",> 100%
State,New York,All,2023-24,23,,8.3,8.7,1,158,12,166,"1,910",> 100%
State,New York,All,2023-24,24,,7.6,7.9,1,142,11,148,"1,877",> 100%
State,New York,All,2023-24,25,,6.4,6.8,1,123,12,131,"1,926",> 100%
State,New York,All,2023-24,26,,8,8.6,0,149,16,161,"1,871",> 100%
State,New York,All,2023-24,27,,7.8,8.5,1,147,19,162,"1,901",> 100%
State,New York,All,2023-24,28,,7.8,8.5,1,142,16,156,"1,844",> 100%
State,New York,All,2023-24,29,,7.8,8.8,0,149,33,168,"1,907",> 100%
State,New York,All,2023-24,30,,6.7,7.8,0,127,34,149,"1,904",> 100%
State,New York,All,2023-24,31,,7.4,8.5,2,142,35,166,"1,949",> 100%
State,New York,All,2023-24,32,,7.6,8.6,0,142,36,160,"1,869",> 100%
State,New York,All,2023-24,33,,7.1,8.6,2,136,41,167,"1,945",> 100%
State,New York,All,2023-24,34,,6.8,8.4,0,126,42,155,"1,853",> 100%
State,New York,All,2023-24,35,,6.7,8.7,0,128,57,167,"1,924",> 100%
State,New York,All,2023-24,36,,7.8,9.5,1,146,40,179,"1,875",> 100%
State,New York,All,2023-24,37,,7.1,9.1,1,137,54,176,"1,931",> 100%
State,New York,All,2023-24,38,,7.9,10,0,149,59,190,"1,898",> 100%
State,New York,All,2023-24,39,,7.2,8.4,0,136,36,158,"1,882",> 100%
State,North Carolina,All,2023-24,40,,7,8.8,1,138,59,176,"2,000",> 100%
State,North Carolina,All,2023-24,41,,6.2,7.7,1,125,60,158,"2,040",> 100%
State,North Carolina,All,2023-24,42,,5.8,7.5,3,115,57,154,"2,051",> 100%
State,North Carolina,All,2023-24,43,,6.2,7.7,1,126,52,159,"2,052",> 100%
State,North Carolina,All,2023-24,44,,5.5,6.6,2,113,39,138,"2,088",> 100%
State,North Carolina,All,2023-24,45,,6.8,8.6,2,142,56,181,"2,103",> 100%
State,North Carolina,All,2023-24,46,,6.1,7.9,2,126,64,166,"2,113",> 100%
State,North Carolina,All,2023-24,47,,7.2,8.2,3,143,39,166,"2,019",> 100%
State,North Carolina,All,2023-24,48,,7.2,8.9,6,153,62,197,"2,209",> 100%
State,North Carolina,All,2023-24,49,,7.6,9,12,154,48,197,"2,185",> 100%
State,North Carolina,All,2023-24,50,,8.4,9.7,20,170,64,221,"2,268",> 100%
State,North Carolina,All,2023-24,51,,8.2,9.7,25,166,58,228,"2,340",> 100%
State,North Carolina,All,2023-24,52,,9.5,11.4,51,181,74,279,"2,444",> 100%
State,North Carolina,All,2023-24,1,,11.6,13.9,78,199,87,330,"2,382",> 100%
State,North Carolina,All,2023-24,2,,10.5,13,56,197,109,314,"2,415",> 100%
State,North Carolina,All,2023-24,3,,10.3,12,40,192,77,271,"2,256",> 100%
State,North Carolina,All,2023-24,4,,9.1,11.6,22,188,92,267,"2,300",> 100%
State,North Carolina,All,2023-24,5,,6.8,8,22,123,55,171,"2,143",> 100%
State,North Carolina,All,2023-24,6,,8.6,10.6,23,164,78,231,"2,184",> 100%
State,North Carolina,All,2023-24,7,,8,9.4,12,153,53,194,"2,069",> 100%
State,North Carolina,All,2023-24,8,,8.2,9.9,11,164,69,212,"2,142",> 100%
State,North Carolina,All,2023-24,9,,8.4,10.2,19,159,63,216,"2,125",> 100%
State,North Carolina,All,2023-24,10,,7.3,9.4,5,147,68,194,"2,071",> 100%
State,North Carolina,All,2023-24,11,,7.9,9.2,12,152,51,191,"2,069",> 100%
State,North Carolina,All,2023-24,12,,7.6,8.7,7,145,44,175,"2,010",> 100%
State,North Carolina,All,2023-24,13,,7.3,8.2,5,139,34,161,"1,963",> 100%
State,North Carolina,All,2023-24,14,,7,8,1,144,31,165,"2,065",> 100%
State,North Carolina,All,2023-24,15,,6.7,7.5,1,132,22,149,"1,989",> 100%
State,North Carolina,All,2023-24,16,,6,6.8,3,122,26,143,"2,089",> 100%
State,North Carolina,All,2023-24,17,,6.1,6.6,2,118,18,130,"1,983",> 100%
State,North Carolina,All,2023-24,18,,5.8,6.2,4,113,17,125,"2,003",> 100%
State,North Carolina,All,2023-24,19,,6.1,6.3,2,117,11,124,"1,956",> 100%
State,North Carolina,All,2023-24,20,,6,6.9,4,109,19,130,"1,873",> 100%
State,North Carolina,All,2023-24,21,,5.9,6.5,1,113,12,125,"1,927",> 100%
State,North Carolina,All,2023-24,22,,5.9,6.4,0,111,14,120,"1,876",> 100%
State,North Carolina,All,2023-24,23,,4.9,5.1,0,95,9,100,"1,945",> 100%
State,North Carolina,All,2023-24,24,,4.9,5.2,1,96,10,102,"1,972",> 100%
State,North Carolina,All,2023-24,25,,6.4,6.6,4,113,10,121,"1,838",> 100%
State,North Carolina,All,2023-24,26,,4.7,5,1,91,11,99,"1,971",> 100%
State,North Carolina,All,2023-24,27,,6.2,6.8,0,118,16,129,"1,890",> 100%
State,North Carolina,All,2023-24,28,,5.5,5.8,1,104,17,110,"1,902",> 100%
State,North Carolina,All,2023-24,29,,5.2,5.9,0,102,24,117,"1,975",> 100%
State,North Carolina,All,2023-24,30,,5.6,6.5,1,109,28,128,"1,962",> 100%
State,North Carolina,All,2023-24,31,,4.3,5,0,84,22,97,"1,939",> 100%
State,North Carolina,All,2023-24,32,,5.3,6.1,1,101,27,116,"1,908",> 100%
State,North Carolina,All,2023-24,33,,6.5,7.9,1,125,50,153,"1,937",> 100%
State,North Carolina,All,2023-24,34,,5,6.5,2,96,38,126,"1,944",> 100%
State,North Carolina,All,2023-24,35,,5.8,7.8,1,117,63,158,"2,029",> 100%
State,North Carolina,All,2023-24,36,,6.9,8.5,0,136,53,169,"1,980",> 100%
State,North Carolina,All,2023-24,37,,6.7,8.8,0,134,78,178,"2,012",> 100%
State,North Carolina,All,2023-24,38,,6.4,7.4,4,126,47,150,"2,035",> 100%
State,North Carolina,All,2023-24,39,,5.6,6.6,3,107,34,130,"1,961",> 100%
State,North Dakota,All,2023-24,40,,6.8,8.3,0,9,4,11,133,> 100%
State,North Dakota,All,2023-24,41,,7.4,9.3,0,8,2,10,108,> 100%
State,North Dakota,All,2023-24,42,,4.1,5.5,0,6,5,8,146,> 100%
State,North Dakota,All,2023-24,43,,7.4,9.9,0,9,5,12,121,> 100%
State,North Dakota,All,2023-24,44,,6.5,7.9,0,9,3,11,139,> 100%
State,North Dakota,All,2023-24,45,,5.7,6.5,1,6,1,8,123,> 100%
State,North Dakota,All,2023-24,46,,7.7,9.9,0,11,5,14,142,> 100%
State,North Dakota,All,2023-24,47,,7.2,9.6,1,8,5,12,125,> 100%
State,North Dakota,All,2023-24,48,,9.7,10.4,0,15,5,16,154,> 100%
State,North Dakota,All,2023-24,49,,6.5,7.9,1,8,5,11,139,> 100%
State,North Dakota,All,2023-24,50,,8.1,9.5,2,10,5,14,148,> 100%
State,North Dakota,All,2023-24,51,,5.3,6.1,2,4,2,7,114,> 100%
State,North Dakota,All,2023-24,52,,5.8,8.3,4,5,5,13,156,> 100%
State,North Dakota,All,2023-24,1,,9.9,10.6,2,12,3,15,141,> 100%
State,North Dakota,All,2023-24,2,,7.7,10.3,6,6,5,16,156,> 100%
State,North Dakota,All,2023-24,3,,6.5,7.2,3,7,4,11,153,> 100%
State,North Dakota,All,2023-24,4,,7.4,8.1,3,8,4,12,149,> 100%
State,North Dakota,All,2023-24,5,,5.7,6.6,0,7,2,8,122,> 100%
State,North Dakota,All,2023-24,6,,6.9,8.3,2,8,4,12,144,> 100%
State,North Dakota,All,2023-24,7,,3.9,5.5,1,4,2,7,127,> 100%
State,North Dakota,All,2023-24,8,,4.1,4.1,0,6,1,6,147,> 100%
State,North Dakota,All,2023-24,9,,4.1,6.2,0,6,5,9,146,> 100%
State,North Dakota,All,2023-24,10,,5.5,6.3,2,5,2,8,128,> 100%
State,North Dakota,All,2023-24,11,,8.8,10.5,1,9,3,12,114,> 100%
State,North Dakota,All,2023-24,12,,5.7,5.7,1,7,1,8,140,> 100%
State,North Dakota,All,2023-24,13,,7.1,7.1,3,7,1,10,140,> 100%
State,North Dakota,All,2023-24,14,,8.1,9.8,2,8,4,12,123,> 100%
State,North Dakota,All,2023-24,15,,8.9,9.8,1,10,1,12,123,> 100%
State,North Dakota,All,2023-24,16,,5,5,0,7,1,7,141,> 100%
State,North Dakota,All,2023-24,17,,5.4,5.4,0,7,1,7,130,> 100%
State,North Dakota,All,2023-24,18,,2.5,3.4,0,3,1,4,118,> 100%
State,North Dakota,All,2023-24,19,,6.9,6.9,1,9,0,10,145,> 100%
State,North Dakota,All,2023-24,20,,3.9,4.7,1,4,1,6,128,> 100%
State,North Dakota,All,2023-24,21,,8.6,8.6,0,12,0,12,139,> 100%
State,North Dakota,All,2023-24,22,,6.8,7.7,0,8,1,9,117,> 100%
State,North Dakota,All,2023-24,23,,3.8,3.8,0,5,0,5,132,> 100%
State,North Dakota,All,2023-24,24,,4.3,5.7,0,6,2,8,140,> 100%
State,North Dakota,All,2023-24,25,,4.7,4.7,0,6,0,6,127,> 100%
State,North Dakota,All,2023-24,26,,4.4,4.4,0,6,0,6,136,> 100%
State,North Dakota,All,2023-24,27,,8.4,8.4,0,11,0,11,131,> 100%
State,North Dakota,All,2023-24,28,,4.3,6,0,5,2,7,117,> 100%
State,North Dakota,All,2023-24,29,,5.9,5.9,0,7,1,7,119,> 100%
State,North Dakota,All,2023-24,30,,8.9,8.9,0,12,0,12,135,> 100%
State,North Dakota,All,2023-24,31,,6.5,7.2,0,9,1,10,139,> 100%
State,North Dakota,All,2023-24,32,,4.2,4.2,0,6,0,6,142,> 100%
State,North Dakota,All,2023-24,33,,4.3,7,0,5,3,8,115,> 100%
State,North Dakota,All,2023-24,34,,6.7,8.4,0,8,2,10,119,> 100%
State,North Dakota,All,2023-24,35,,9.2,10.1,1,10,3,12,119,> 100%
State,North Dakota,All,2023-24,36,,7.1,7.8,0,10,2,11,141,> 100%
State,North Dakota,All,2023-24,37,,5.7,7.1,0,8,2,10,141,> 100%
State,North Dakota,All,2023-24,38,,7.5,11.2,1,9,5,15,134,> 100%
State,North Dakota,All,2023-24,39,,8.3,8.3,0,10,0,10,120,> 100%
State,Ohio,All,2023-24,40,,4.8,6.8,0,118,75,168,"2,480",> 100%
State,Ohio,All,2023-24,41,,5.1,6.6,0,123,52,161,"2,433",> 100%
State,Ohio,All,2023-24,42,,4.7,6.2,0,116,53,155,"2,486",> 100%
State,Ohio,All,2023-24,43,,4.6,5.7,2,113,49,143,"2,502",> 100%
State,Ohio,All,2023-24,44,,5.4,7.2,2,133,69,179,"2,484",> 100%
State,Ohio,All,2023-24,45,,5.5,7.1,1,136,59,176,"2,479",> 100%
State,Ohio,All,2023-24,46,,6.3,8.1,0,152,66,196,"2,431",> 100%
State,Ohio,All,2023-24,47,,6.2,7.8,2,152,77,194,"2,474",> 100%
State,Ohio,All,2023-24,48,,6.3,8.4,6,156,77,216,"2,566",> 100%
State,Ohio,All,2023-24,49,,6.5,8.8,2,163,101,225,"2,543",> 100%
State,Ohio,All,2023-24,50,,6.6,8.9,0,175,93,234,"2,642",> 100%
State,Ohio,All,2023-24,51,,6.9,9.5,15,164,105,244,"2,581",> 100%
State,Ohio,All,2023-24,52,,7.9,10.2,14,198,107,272,"2,671",> 100%
State,Ohio,All,2023-24,1,,8.9,11.7,26,219,140,321,"2,738",> 100%
State,Ohio,All,2023-24,2,,8.3,10.8,24,206,116,300,"2,784",> 100%
State,Ohio,All,2023-24,3,,7.5,9.6,17,195,97,270,"2,811",> 100%
State,Ohio,All,2023-24,4,,7.3,9.1,25,180,80,256,"2,804",> 100%
State,Ohio,All,2023-24,5,,6.2,7.5,17,141,59,190,"2,531",> 100%
State,Ohio,All,2023-24,6,,6.6,8.4,21,153,65,222,"2,642",> 100%
State,Ohio,All,2023-24,7,,6.2,7.5,21,137,49,191,"2,530",> 100%
State,Ohio,All,2023-24,8,,6.6,7.8,24,147,45,202,"2,603",> 100%
State,Ohio,All,2023-24,9,,7,8.1,35,146,46,210,"2,580",> 100%
State,Ohio,All,2023-24,10,,6.7,7.7,25,146,38,195,"2,537",> 100%
State,Ohio,All,2023-24,11,,6,7.1,19,133,45,180,"2,525",> 100%
State,Ohio,All,2023-24,12,,6.1,7,9,139,32,168,"2,412",> 100%
State,Ohio,All,2023-24,13,,5.6,6.4,7,130,33,157,"2,439",> 100%
State,Ohio,All,2023-24,14,,5.7,6.3,6,132,24,154,"2,432",> 100%
State,Ohio,All,2023-24,15,,5.8,6.6,12,135,25,166,"2,532",> 100%
State,Ohio,All,2023-24,16,,5.6,6.1,7,127,20,147,"2,393",> 100%
State,Ohio,All,2023-24,17,,4.6,5.1,2,107,22,122,"2,382",> 100%
State,Ohio,All,2023-24,18,,4.6,5.1,3,104,15,118,"2,333",> 100%
State,Ohio,All,2023-24,19,,5.5,5.9,6,125,12,140,"2,378",> 100%
State,Ohio,All,2023-24,20,,5.1,5.4,1,118,14,127,"2,348",> 100%
State,Ohio,All,2023-24,21,,4.6,5,0,104,16,115,"2,284",> 100%
State,Ohio,All,2023-24,22,,4.2,4.5,1,94,12,102,"2,282",> 100%
State,Ohio,All,2023-24,23,,4,4.3,0,93,10,99,"2,326",> 100%
State,Ohio,All,2023-24,24,,4.4,4.6,0,101,6,106,"2,315",> 100%
State,Ohio,All,2023-24,25,,4.7,4.9,0,108,10,114,"2,313",> 100%
State,Ohio,All,2023-24,26,,4.7,5.1,2,105,16,118,"2,294",> 100%
State,Ohio,All,2023-24,27,,4.1,4.3,1,94,9,99,"2,304",> 100%
State,Ohio,All,2023-24,28,,4.7,5.2,0,105,17,116,"2,220",> 100%
State,Ohio,All,2023-24,29,,4.7,5.5,2,104,23,122,"2,234",> 100%
State,Ohio,All,2023-24,30,,5.9,6.9,0,131,34,153,"2,202",> 100%
State,Ohio,All,2023-24,31,,5.7,6.5,1,132,27,151,"2,332",> 100%
State,Ohio,All,2023-24,32,,4.9,5.9,0,112,31,133,"2,267",> 100%
State,Ohio,All,2023-24,33,,4.6,5.1,0,107,27,120,"2,340",> 100%
State,Ohio,All,2023-24,34,,4.5,5.8,1,104,46,133,"2,308",> 100%
State,Ohio,All,2023-24,35,,4.9,6,1,109,34,135,"2,244",> 100%
State,Ohio,All,2023-24,36,,5,6.6,0,115,55,153,"2,308",> 100%
State,Ohio,All,2023-24,37,,5.1,6.4,0,119,50,150,"2,331",> 100%
State,Ohio,All,2023-24,38,,4.5,5.7,1,103,53,130,"2,293",> 100%
State,Ohio,All,2023-24,39,,6,7.1,1,138,42,164,"2,305",> 100%
State,Oklahoma,All,2023-24,40,,9,10.7,2,71,20,87,811,> 100%
State,Oklahoma,All,2023-24,41,,7.2,8.3,0,58,19,67,807,> 100%
State,Oklahoma,All,2023-24,42,,7.4,9.6,2,61,28,81,848,> 100%
State,Oklahoma,All,2023-24,43,,7.5,9.3,0,61,24,75,809,> 100%
State,Oklahoma,All,2023-24,44,,7.1,8.7,2,61,17,77,886,> 100%
State,Oklahoma,All,2023-24,45,,7.7,9.1,0,68,20,80,881,> 100%
State,Oklahoma,All,2023-24,46,,10.8,13.4,3,87,34,112,836,> 100%
State,Oklahoma,All,2023-24,47,,8.3,9.9,2,71,24,87,880,> 100%
State,Oklahoma,All,2023-24,48,,8.2,10.8,0,73,36,96,888,> 100%
State,Oklahoma,All,2023-24,49,,8.5,10.6,6,72,31,97,916,> 100%
State,Oklahoma,All,2023-24,50,,7.8,10.8,2,70,34,100,926,> 100%
State,Oklahoma,All,2023-24,51,,9.3,12.1,5,81,40,112,928,> 100%
State,Oklahoma,All,2023-24,52,,9.5,13.1,3,84,52,120,913,> 100%
State,Oklahoma,All,2023-24,1,,12.5,15.7,9,120,62,161,"1,028",> 100%
State,Oklahoma,All,2023-24,2,,10.7,12.9,9,99,39,130,"1,008",> 100%
State,Oklahoma,All,2023-24,3,,8.8,11.5,11,75,40,113,981,> 100%
State,Oklahoma,All,2023-24,4,,12.3,14.5,11,112,37,145,"1,001",> 100%
State,Oklahoma,All,2023-24,5,,9.9,11.7,13,86,29,117,"1,001",> 100%
State,Oklahoma,All,2023-24,6,,13.3,15.1,17,113,36,148,981,> 100%
State,Oklahoma,All,2023-24,7,,12.3,14.3,18,86,30,121,844,> 100%
State,Oklahoma,All,2023-24,8,,9.5,10.9,11,78,24,102,937,> 100%
State,Oklahoma,All,2023-24,9,,10.3,11.8,11,76,22,100,847,> 100%
State,Oklahoma,All,2023-24,10,,10,11.9,13,71,19,100,841,> 100%
State,Oklahoma,All,2023-24,11,,9,10.1,11,69,17,90,890,> 100%
State,Oklahoma,All,2023-24,12,,10.5,11.2,12,76,15,94,837,> 100%
State,Oklahoma,All,2023-24,13,,8.6,10.2,4,67,19,84,821,> 100%
State,Oklahoma,All,2023-24,14,,10.5,11.3,6,81,10,94,829,> 100%
State,Oklahoma,All,2023-24,15,,8.6,9.8,3,72,17,86,875,> 100%
State,Oklahoma,All,2023-24,16,,8.4,9,3,67,6,75,834,> 100%
State,Oklahoma,All,2023-24,17,,9.2,10,2,73,15,82,819,> 100%
State,Oklahoma,All,2023-24,18,,5.7,6,1,46,6,50,830,> 100%
State,Oklahoma,All,2023-24,19,,8.3,8.4,3,67,6,71,847,> 100%
State,Oklahoma,All,2023-24,20,,7,7.4,0,54,6,57,766,> 100%
State,Oklahoma,All,2023-24,21,,6.2,6.3,0,51,2,52,821,> 100%
State,Oklahoma,All,2023-24,22,,6.6,7,2,52,5,57,813,> 100%
State,Oklahoma,All,2023-24,23,,8,8,2,63,5,65,812,> 100%
State,Oklahoma,All,2023-24,24,,8.6,9.3,1,67,6,74,792,> 100%
State,Oklahoma,All,2023-24,25,,7.4,7.5,0,67,4,68,904,> 100%
State,Oklahoma,All,2023-24,26,,7.4,7.9,1,63,11,69,869,> 100%
State,Oklahoma,All,2023-24,27,,4.9,5.2,0,43,2,45,869,> 100%
State,Oklahoma,All,2023-24,28,,6.9,7,0,55,5,56,797,> 100%
State,Oklahoma,All,2023-24,29,,7.5,8,1,59,7,64,801,> 100%
State,Oklahoma,All,2023-24,30,,6.4,7.1,0,52,14,58,815,> 100%
State,Oklahoma,All,2023-24,31,,7.7,8.7,1,63,22,73,836,> 100%
State,Oklahoma,All,2023-24,32,,8.8,10.7,0,72,23,87,816,> 100%
State,Oklahoma,All,2023-24,33,,8.3,9.3,1,73,18,83,894,> 100%
State,Oklahoma,All,2023-24,34,,6.5,7.9,0,54,20,65,826,> 100%
State,Oklahoma,All,2023-24,35,,6.3,7.6,5,48,21,64,845,> 100%
State,Oklahoma,All,2023-24,36,,5.3,6.4,0,45,14,54,848,> 100%
State,Oklahoma,All,2023-24,37,,7.5,8.5,0,62,22,70,822,> 100%
State,Oklahoma,All,2023-24,38,,6.7,7.3,0,56,13,61,834,> 100%
State,Oklahoma,All,2023-24,39,,8.1,8.7,1,66,21,72,824,> 100%
State,Oregon,All,2023-24,40,,5.1,7,1,42,22,59,845,> 100%
State,Oregon,All,2023-24,41,,3.6,5.9,0,31,29,51,858,> 100%
State,Oregon,All,2023-24,42,,5.2,6.7,0,45,22,58,869,> 100%
State,Oregon,All,2023-24,43,,5.3,7.6,0,40,26,57,752,> 100%
State,Oregon,All,2023-24,44,,4.5,6.5,2,36,27,55,848,> 100%
State,Oregon,All,2023-24,45,,3.8,5.4,0,30,19,43,800,> 100%
State,Oregon,All,2023-24,46,,4.9,7.1,1,38,28,57,801,> 100%
State,Oregon,All,2023-24,47,,4.9,6.3,0,40,15,52,823,> 100%
State,Oregon,All,2023-24,48,,5.3,6.7,0,49,20,62,922,> 100%
State,Oregon,All,2023-24,49,,5.1,7.1,2,41,20,60,842,> 100%
State,Oregon,All,2023-24,50,,6.1,7.3,1,49,19,60,817,> 100%
State,Oregon,All,2023-24,51,,7.3,8.4,3,57,17,69,821,> 100%
State,Oregon,All,2023-24,52,,6,7.6,4,50,26,69,903,> 100%
State,Oregon,All,2023-24,1,,5.6,7.1,4,44,21,61,862,> 100%
State,Oregon,All,2023-24,2,,6.3,7.3,8,47,22,64,878,> 100%
State,Oregon,All,2023-24,3,,5.1,6.8,8,39,22,63,926,> 100%
State,Oregon,All,2023-24,4,,5.3,6.3,8,43,16,60,954,> 100%
State,Oregon,All,2023-24,5,,5,6.3,5,36,15,52,825,> 100%
State,Oregon,All,2023-24,6,,4.7,5.5,4,36,14,47,849,> 100%
State,Oregon,All,2023-24,7,,6.4,7.3,3,50,13,61,832,> 100%
State,Oregon,All,2023-24,8,,4.5,5.3,3,35,14,45,851,> 100%
State,Oregon,All,2023-24,9,,4.3,5.9,2,34,20,49,829,> 100%
State,Oregon,All,2023-24,10,,3.4,4,4,23,10,32,802,> 100%
State,Oregon,All,2023-24,11,,5.5,7.1,1,44,16,58,821,> 100%
State,Oregon,All,2023-24,12,,4.3,5.5,5,29,14,44,799,> 100%
State,Oregon,All,2023-24,13,,5.2,5.9,2,41,9,49,830,> 100%
State,Oregon,All,2023-24,14,,4.3,4.6,5,30,3,37,807,> 100%
State,Oregon,All,2023-24,15,,3.4,4.1,2,24,7,32,772,> 100%
State,Oregon,All,2023-24,16,,3.8,4.7,2,28,8,37,786,> 100%
State,Oregon,All,2023-24,17,,4.1,4.4,1,31,5,35,789,> 100%
State,Oregon,All,2023-24,18,,5.3,6.1,1,40,6,47,768,> 100%
State,Oregon,All,2023-24,19,,6,6.1,2,48,3,51,831,> 100%
State,Oregon,All,2023-24,20,,5,5.2,1,39,1,41,793,> 100%
State,Oregon,All,2023-24,21,,5.1,5.7,3,37,7,44,778,> 100%
State,Oregon,All,2023-24,22,,4.6,5,3,34,6,40,796,> 100%
State,Oregon,All,2023-24,23,,5.2,5.5,5,35,4,43,776,> 100%
State,Oregon,All,2023-24,24,,5.9,6.5,2,47,8,54,832,> 100%
State,Oregon,All,2023-24,25,,4.8,5,3,36,2,40,805,> 100%
State,Oregon,All,2023-24,26,,3.2,3.9,1,23,7,29,746,> 100%
State,Oregon,All,2023-24,27,,4.4,5,1,33,10,39,777,> 100%
State,Oregon,All,2023-24,28,,5.2,5.9,1,40,15,47,796,> 100%
State,Oregon,All,2023-24,29,,4.6,6,2,34,13,47,785,> 100%
State,Oregon,All,2023-24,30,,3.9,5.1,0,30,13,39,763,> 100%
State,Oregon,All,2023-24,31,,3.7,4.4,1,28,11,34,780,> 100%
State,Oregon,All,2023-24,32,,5.2,6.1,2,37,15,46,755,> 100%
State,Oregon,All,2023-24,33,,5.3,6.6,0,43,19,53,809,> 100%
State,Oregon,All,2023-24,34,,4,5.1,0,31,13,39,768,> 100%
State,Oregon,All,2023-24,35,,2.6,3.5,0,21,9,28,802,> 100%
State,Oregon,All,2023-24,36,,4,5.3,0,30,14,40,748,> 100%
State,Oregon,All,2023-24,37,,5.2,6.3,0,40,16,48,763,> 100%
State,Oregon,All,2023-24,38,,5.6,7.4,0,41,20,54,726,> 100%
State,Oregon,All,2023-24,39,,4.8,5.9,0,37,17,46,776,> 100%
State,Pennsylvania,All,2023-24,40,,4.9,6.5,1,133,65,178,"2,736",> 100%
State,Pennsylvania,All,2023-24,41,,5.8,7.6,0,153,65,200,"2,631",> 100%
State,Pennsylvania,All,2023-24,42,,5.5,8,1,143,87,209,"2,624",> 100%
State,Pennsylvania,All,2023-24,43,,6,8.1,2,161,89,222,"2,731",> 100%
State,Pennsylvania,All,2023-24,44,,5.5,7.5,1,144,67,196,"2,616",> 100%
State,Pennsylvania,All,2023-24,45,,5.7,7.7,5,151,85,212,"2,761",> 100%
State,Pennsylvania,All,2023-24,46,,6.4,8.4,0,177,85,232,"2,757",> 100%
State,Pennsylvania,All,2023-24,47,,6,7.9,2,161,82,215,"2,737",> 100%
State,Pennsylvania,All,2023-24,48,,6.2,8.5,4,174,99,245,"2,872",> 100%
State,Pennsylvania,All,2023-24,49,,5.7,8.1,2,162,91,234,"2,888",> 100%
State,Pennsylvania,All,2023-24,50,,6.5,8.8,13,164,93,240,"2,728",> 100%
State,Pennsylvania,All,2023-24,51,,6.7,9.5,24,166,101,267,"2,818",> 100%
State,Pennsylvania,All,2023-24,52,,7.4,9.9,32,183,117,288,"2,913",> 100%
State,Pennsylvania,All,2023-24,1,,7.6,10.3,39,184,128,301,"2,920",> 100%
State,Pennsylvania,All,2023-24,2,,9.1,12.1,50,226,140,369,"3,043",> 100%
State,Pennsylvania,All,2023-24,3,,7.5,10.2,37,186,130,305,"2,989",> 100%
State,Pennsylvania,All,2023-24,4,,7.7,9.9,28,195,116,287,"2,912",> 100%
State,Pennsylvania,All,2023-24,5,,7.7,9.8,33,188,90,282,"2,880",> 100%
State,Pennsylvania,All,2023-24,6,,6.4,8,24,150,68,216,"2,711",> 100%
State,Pennsylvania,All,2023-24,7,,6.4,7.9,28,142,64,211,"2,673",> 100%
State,Pennsylvania,All,2023-24,8,,5.8,6.9,18,140,53,189,"2,721",> 100%
State,Pennsylvania,All,2023-24,9,,6.9,8.2,12,177,54,226,"2,744",> 100%
State,Pennsylvania,All,2023-24,10,,6.6,7.3,28,155,38,204,"2,781",> 100%
State,Pennsylvania,All,2023-24,11,,7.4,8.3,18,178,44,221,"2,652",> 100%
State,Pennsylvania,All,2023-24,12,,6.4,7.3,12,149,33,184,"2,506",> 100%
State,Pennsylvania,All,2023-24,13,,6.3,7,19,146,34,182,"2,618",> 100%
State,Pennsylvania,All,2023-24,14,,6,6.6,7,153,28,174,"2,653",> 100%
State,Pennsylvania,All,2023-24,15,,5.3,5.9,12,127,27,155,"2,641",> 100%
State,Pennsylvania,All,2023-24,16,,4.9,5.7,11,110,28,141,"2,493",> 100%
